INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
933,T,230513,141247,52.8351540N,1.3120721W,66,0.0,162
934,T,230513,141247,52.8351540N,1.3120721W,66,0.0,162
935,T,230513,141248,52.8351539N,1.3120721W,66,0.0,162
936,T,230513,141248,52.8351539N,1.3120721W,66,0.0,162
937,T,230513,141248,52.8351539N,1.3120721W,66,0.0,162
938,T,230513,141248,52.8351540N,1.3120721W,66,0.0,162
939,T,230513,141248,52.8351539N,1.3120721W,66,0.0,162
940,T,230513,141249,52.8351539N,1.3120721W,66,0.0,162
941,T,230513,141249,52.8351539N,1.3120721W,66,0.0,162
942,T,230513,141249,52.8351539N,1.3120721W,66,0.0,162
943,T,230513,141249,52.8351539N,1.3120721W,66,0.0,162
944,T,230513,141249,52.8351539N,1.3120721W,66,0.0,162
945,T,230513,141250,52.8351539N,1.3120721W,66,0.1,162
946,T,230513,141250,52.8351539N,1.3120721W,66,0.1,162
947,T,230513,141250,52.8351539N,1.3120721W,66,0.1,162
948,T,230513,141250,52.8351539N,1.3120721W,66,0.1,162
949,T,230513,141250,52.8351539N,1.3120721W,66,0.1,162
950,T,230513,141251,52.8351539N,1.3120721W,66,0.0,162
951,T,230513,141251,52.8351539N,1.3120721W,66,0.0,162
952,T,230513,141251,52.8351539N,1.3120721W,66,0.0,162
953,T,230513,141251,52.8351540N,1.3120721W,66,0.0,162
954,T,230513,141251,52.8351540N,1.3120722W,66,0.0,162
955,T,230513,141252,52.8351539N,1.3120721W,66,0.0,162
956,T,230513,141252,52.8351539N,1.3120721W,66,0.0,162
957,T,230513,141252,52.8351540N,1.3120721W,66,0.0,162
958,T,230513,141252,52.8351540N,1.3120721W,66,0.0,162
959,T,230513,141252,52.8351540N,1.3120721W,66,0.0,162
960,T,230513,141253,52.8351539N,1.3120721W,66,0.0,162
961,T,230513,141253,52.8351539N,1.3120720W,66,0.0,162
962,T,230513,141253,52.8351539N,1.3120720W,66,0.0,162
963,T,230513,141253,52.8351539N,1.3120721W,66,0.0,162
964,T,230513,141253,52.8351540N,1.3120721W,66,0.0,162
965,T,230513,141254,52.8351539N,1.3120721W,66,0.0,162
966,T,230513,141254,52.8351540N,1.3120721W,66,0.0,162
967,T,230513,141254,52.8351540N,1.3120721W,66,0.0,162
968,T,230513,141254,52.8351540N,1.3120721W,66,0.0,162
969,T,230513,141254,52.8351539N,1.3120721W,66,0.0,162
970,T,230513,141255,52.8351539N,1.3120721W,66,0.1,162
971,T,230513,141255,52.8351540N,1.3120721W,66,0.1,162
972,T,230513,141255,52.8351540N,1.3120721W,66,0.1,162
973,T,230513,141255,52.8351540N,1.3120721W,66,0.1,162
974,T,230513,141255,52.8351540N,1.3120721W,66,0.1,162
975,T,230513,141256,52.8351539N,1.3120721W,66,0.0,162
976,T,230513,141256,52.8351539N,1.3120721W,66,0.0,162
977,T,230513,141256,52.8351539N,1.3120721W,66,0.0,162
978,T,230513,141256,52.8351539N,1.3120721W,66,0.0,162
979,T,230513,141256,52.8351539N,1.3120721W,66,0.0,162
980,T,230513,141257,52.8351539N,1.3120721W,66,0.0,162
981,T,230513,141257,52.8351539N,1.3120721W,66,0.0,162
982,T,230513,141257,52.8351539N,1.3120721W,66,0.0,162
983,T,230513,141257,52.8351539N,1.3120720W,66,0.0,162
984,T,230513,141257,52.8351539N,1.3120720W,66,0.0,162
985,T,230513,141258,52.8351539N,1.3120721W,66,0.1,162
986,T,230513,141258,52.8351539N,1.3120721W,66,0.1,162
987,T,230513,141258,52.8351539N,1.3120721W,66,0.1,162
988,T,230513,141258,52.8351539N,1.3120721W,66,0.1,162
989,T,230513,141258,52.8351539N,1.3120721W,66,0.1,162
990,T,230513,141259,52.8351539N,1.3120721W,66,0.0,162
991,T,230513,141259,52.8351540N,1.3120721W,66,0.0,162
992,T,230513,141259,52.8351539N,1.3120721W,66,0.0,162
993,T,230513,141259,52.8351539N,1.3120721W,66,0.0,162
994,T,230513,141259,52.8351539N,1.3120722W,66,0.0,162
995,T,230513,141300,52.8351539N,1.3120721W,66,0.1,162
996,T,230513,141300,52.8351540N,1.3120721W,66,0.1,162
997,T,230513,141300,52.8351539N,1.3120722W,66,0.1,162
998,T,230513,141300,52.8351539N,1.3120721W,66,0.1,162
999,T,230513,141300,52.8351540N,1.3120722W,66,0.1,162
1000,T,230513,141301,52.8351539N,1.3120721W,66,0.0,162
1001,T,230513,141301,52.8351539N,1.3120721W,66,0.0,162
1002,T,230513,141301,52.8351539N,1.3120722W,66,0.0,162
1003,T,230513,141301,52.8351539N,1.3120722W,66,0.0,162
1004,T,230513,141301,52.8351539N,1.3120722W,66,0.0,162
1005,T,230513,141302,52.8351539N,1.3120721W,66,0.0,162
1006,T,230513,141302,52.8351539N,1.3120721W,66,0.0,162
1007,T,230513,141302,52.8351539N,1.3120721W,66,0.0,162
1008,T,230513,141302,52.8351539N,1.3120721W,66,0.0,162
1009,T,230513,141302,52.8351540N,1.3120721W,66,0.0,162
1010,T,230513,141303,52.8351539N,1.3120721W,66,0.0,162
1011,T,230513,141303,52.8351539N,1.3120721W,66,0.0,162
1012,T,230513,141303,52.8351539N,1.3120720W,66,0.0,162
1013,T,230513,141303,52.8351539N,1.3120721W,66,0.0,162
1014,T,230513,141303,52.8351539N,1.3120721W,66,0.0,162
1015,T,230513,141304,52.8351539N,1.3120721W,66,0.0,162
1016,T,230513,141304,52.8351539N,1.3120721W,66,0.0,162
1017,T,230513,141304,52.8351540N,1.3120721W,66,0.0,162
1018,T,230513,141304,52.8351540N,1.3120721W,66,0.0,162
1019,T,230513,141304,52.8351540N,1.3120721W,66,0.0,162
1020,T,230513,141305,52.8351539N,1.3120721W,66,0.0,162
1021,T,230513,141305,52.8351540N,1.3120721W,66,0.0,162
1022,T,230513,141305,52.8351540N,1.3120721W,66,0.0,162
1023,T,230513,141305,52.8351539N,1.3120721W,66,0.0,162
1024,T,230513,141305,52.8351540N,1.3120721W,66,0.0,162
1025,T,230513,141306,52.8351539N,1.3120721W,66,0.0,162
1026,T,230513,141306,52.8351539N,1.3120721W,66,0.0,162
1027,T,230513,141306,52.8351539N,1.3120721W,66,0.0,162
1028,T,230513,141306,52.8351539N,1.3120721W,66,0.0,162
1029,T,230513,141306,52.8351540N,1.3120721W,66,0.0,162
1030,T,230513,141307,52.8351539N,1.3120721W,66,0.0,162
1031,T,230513,141307,52.8351539N,1.3120721W,66,0.0,162
1032,T,230513,141307,52.8351539N,1.3120721W,66,0.0,162
1033,T,230513,141307,52.8351540N,1.3120721W,66,0.0,162
1034,T,230513,141307,52.8351540N,1.3120721W,66,0.0,162
1035,T,230513,141308,52.8351539N,1.3120721W,66,0.0,162
1036,T,230513,141308,52.8351539N,1.3120721W,66,0.0,162
1037,T,230513,141308,52.8351539N,1.3120721W,66,0.0,162
1038,T,230513,141308,52.8351540N,1.3120721W,66,0.0,162
1039,T,230513,141308,52.8351540N,1.3120721W,66,0.0,162
1040,T,230513,141309,52.8351539N,1.3120721W,66,0.1,162
1041,T,230513,141309,52.8351539N,1.3120721W,66,0.1,162
1042,T,230513,141309,52.8351540N,1.3120721W,66,0.1,162
1043,T,230513,141309,52.8351540N,1.3120721W,66,0.1,162
1044,T,230513,141309,52.8351539N,1.3120721W,66,0.1,162
1045,T,230513,141310,52.8351539N,1.3120721W,66,0.0,162
1046,T,230513,141310,52.8351540N,1.3120721W,66,0.0,162
1047,T,230513,141310,52.8351540N,1.3120721W,66,0.0,162
1048,T,230513,141310,52.8351540N,1.3120721W,66,0.0,162
1049,T,230513,141310,52.8351539N,1.3120721W,66,0.0,162
1050,T,230513,141311,52.8351539N,1.3120721W,66,0.0,162
1051,T,230513,141311,52.8351539N,1.3120721W,66,0.0,162
1052,T,230513,141311,52.8351539N,1.3120721W,66,0.0,162
1053,T,230513,141311,52.8351539N,1.3120721W,66,0.0,162
1054,T,230513,141311,52.8351539N,1.3120721W,66,0.0,162
1055,T,230513,141312,52.8351539N,1.3120721W,66,0.0,162
1056,T,230513,141312,52.8351539N,1.3120721W,66,0.0,162
1057,T,230513,141312,52.8351539N,1.3120721W,66,0.0,162
1058,T,230513,141312,52.8351539N,1.3120721W,66,0.0,162
1059,T,230513,141312,52.8351540N,1.3120721W,66,0.0,162
1060,T,230513,141313,52.8351539N,1.3120721W,66,0.0,162
1061,T,230513,141313,52.8351539N,1.3120721W,66,0.0,162
1062,T,230513,141313,52.8351539N,1.3120721W,66,0.0,162
1063,T,230513,141313,52.8351539N,1.3120721W,66,0.0,162
1064,T,230513,141313,52.8351539N,1.3120721W,66,0.0,162
1065,T,230513,141314,52.8351539N,1.3120721W,66,0.0,162
1066,T,230513,141314,52.8351539N,1.3120721W,66,0.0,162
1067,T,230513,141314,52.8351539N,1.3120721W,66,0.0,162
1068,T,230513,141314,52.8351540N,1.3120720W,66,0.0,162
1069,T,230513,141314,52.8351539N,1.3120721W,66,0.0,162
1070,T,230513,141315,52.8351539N,1.3120721W,66,0.0,162
1071,T,230513,141315,52.8351540N,1.3120721W,66,0.0,162
1072,T,230513,141315,52.8351540N,1.3120721W,66,0.0,162
1073,T,230513,141315,52.8351539N,1.3120721W,66,0.0,162
1074,T,230513,141315,52.8351539N,1.3120721W,66,0.0,162
1075,T,230513,141316,52.8351539N,1.3120721W,66,0.0,162
1076,T,230513,141316,52.8351539N,1.3120721W,66,0.0,162
1077,T,230513,141316,52.8351540N,1.3120722W,66,0.0,162
1078,T,230513,141316,52.8351539N,1.3120721W,66,0.0,162
1079,T,230513,141316,52.8351539N,1.3120721W,66,0.0,162
1080,T,230513,141317,52.8351539N,1.3120721W,66,0.0,162
1081,T,230513,141317,52.8351539N,1.3120721W,66,0.0,162
1082,T,230513,141317,52.8351539N,1.3120721W,66,0.0,162
1083,T,230513,141317,52.8351539N,1.3120721W,66,0.0,162
1084,T,230513,141317,52.8351539N,1.3120722W,66,0.0,162
1085,T,230513,141318,52.8351539N,1.3120721W,66,0.1,162
1086,T,230513,141318,52.8351539N,1.3120721W,66,0.1,162
1087,T,230513,141318,52.8351539N,1.3120721W,66,0.1,162
1088,T,230513,141318,52.8351539N,1.3120721W,66,0.1,162
1089,T,230513,141318,52.8351540N,1.3120721W,66,0.1,162
1090,T,230513,141319,52.8351539N,1.3120721W,66,0.3,162
1091,T,230513,141319,52.8351540N,1.3120721W,66,0.3,162
1092,T,230513,141319,52.8351540N,1.3120721W,66,0.3,162
1093,T,230513,141319,52.8351540N,1.3120721W,66,0.3,162
1094,T,230513,141319,52.8351539N,1.3120725W,66,0.3,162
1095,T,230513,141320,52.8351539N,1.3120721W,66,0.1,162
1096,T,230513,141320,52.8351540N,1.3120721W,66,0.1,162
1097,T,230513,141320,52.8351540N,1.3120722W,66,0.1,162
1098,T,230513,141320,52.8351539N,1.3120721W,66,0.1,162
1099,T,230513,141320,52.8351540N,1.3120721W,66,0.1,162
1100,T,230513,141321,52.8351539N,1.3120721W,66,0.1,162
1101,T,230513,141321,52.8351540N,1.3120721W,66,0.1,162
1102,T,230513,141321,52.8351539N,1.3120721W,66,0.1,162
1103,T,230513,141321,52.8351539N,1.3120720W,66,0.1,162
1104,T,230513,141321,52.8351539N,1.3120720W,66,0.1,162
1105,T,230513,141322,52.8351539N,1.3120721W,66,0.1,162
1106,T,230513,141322,52.8351538N,1.3120721W,66,0.1,162
1107,T,230513,141322,52.8351539N,1.3120721W,66,0.1,162
1108,T,230513,141322,52.8351539N,1.3120721W,66,0.1,162
1109,T,230513,141322,52.8351539N,1.3120721W,66,0.1,162
1110,T,230513,141323,52.8351539N,1.3120721W,66,0.0,162
1111,T,230513,141323,52.8351539N,1.3120720W,66,0.0,162
1112,T,230513,141323,52.8351539N,1.3120721W,66,0.0,162
1113,T,230513,141323,52.8351539N,1.3120720W,66,0.0,162
1114,T,230513,141323,52.8351539N,1.3120721W,66,0.0,162
1115,T,230513,141324,52.8351539N,1.3120721W,66,0.0,162
1116,T,230513,141324,52.8351540N,1.3120721W,66,0.0,162
1117,T,230513,141324,52.8351540N,1.3120721W,66,0.0,162
1118,T,230513,141324,52.8351540N,1.3120721W,66,0.0,162
1119,T,230513,141324,52.8351540N,1.3120721W,66,0.0,162
1120,T,230513,141325,52.8351539N,1.3120721W,66,0.0,162
1121,T,230513,141325,52.8351539N,1.3120721W,66,0.0,162
1122,T,230513,141325,52.8351539N,1.3120721W,66,0.0,162
1123,T,230513,141325,52.8351539N,1.3120721W,66,0.0,162
1124,T,230513,141325,52.8351539N,1.3120721W,66,0.0,162
1125,T,230513,141326,52.8351539N,1.3120721W,66,0.1,162
1126,T,230513,141326,52.8351539N,1.3120721W,66,0.1,162
1127,T,230513,141326,52.8351539N,1.3120721W,66,0.1,162
1128,T,230513,141326,52.8351539N,1.3120721W,66,0.1,162
1129,T,230513,141326,52.8351540N,1.3120721W,66,0.1,162
1130,T,230513,141327,52.8351539N,1.3120721W,66,0.0,162
1131,T,230513,141327,52.8351539N,1.3120721W,66,0.0,162
1132,T,230513,141327,52.8351539N,1.3120721W,66,0.0,162
1133,T,230513,141327,52.8351540N,1.3120721W,66,0.0,162
1134,T,230513,141327,52.8351539N,1.3120721W,66,0.0,162
1135,T,230513,141328,52.8351539N,1.3120721W,66,0.0,162
1136,T,230513,141328,52.8351539N,1.3120722W,66,0.0,162
1137,T,230513,141328,52.8351539N,1.3120721W,66,0.0,162
1138,T,230513,141328,52.8351539N,1.3120721W,66,0.0,162
1139,T,230513,141328,52.8351539N,1.3120722W,66,0.0,162
1140,T,230513,141329,52.8351539N,1.3120721W,66,0.1,162
1141,T,230513,141329,52.8351540N,1.3120721W,66,0.1,162
1142,T,230513,141329,52.8351540N,1.3120721W,66,0.1,162
1143,T,230513,141329,52.8351539N,1.3120721W,66,0.1,162
1144,T,230513,141329,52.8351540N,1.3120721W,66,0.1,162
1145,T,230513,141330,52.8351539N,1.3120721W,66,0.0,162
1146,T,230513,141330,52.8351540N,1.3120721W,66,0.0,162
1147,T,230513,141330,52.8351540N,1.3120721W,66,0.0,162
1148,T,230513,141330,52.8351540N,1.3120721W,66,0.0,162
1149,T,230513,141330,52.8351540N,1.3120721W,66,0.0,162
1150,T,230513,141331,52.8351539N,1.3120721W,66,0.0,162
1151,T,230513,141331,52.8351539N,1.3120721W,66,0.0,162
1152,T,230513,141331,52.8351540N,1.3120721W,66,0.0,162
1153,T,230513,141331,52.8351540N,1.3120720W,66,0.0,162
1154,T,230513,141331,52.8351540N,1.3120721W,66,0.0,162
1155,T,230513,141332,52.8351539N,1.3120721W,66,0.0,162
1156,T,230513,141332,52.8351540N,1.3120721W,66,0.0,162
1157,T,230513,141332,52.8351540N,1.3120721W,66,0.0,162
1158,T,230513,141332,52.8351540N,1.3120721W,66,0.0,162
1159,T,230513,141332,52.8351540N,1.3120721W,66,0.0,162
1160,T,230513,141333,52.8351539N,1.3120721W,66,0.0,162
1161,T,230513,141333,52.8351539N,1.3120721W,66,0.0,162
1162,T,230513,141333,52.8351539N,1.3120721W,66,0.0,162
1163,T,230513,141333,52.8351539N,1.3120722W,66,0.0,162
1164,T,230513,141333,52.8351539N,1.3120721W,66,0.0,162
1165,T,230513,141334,52.8351539N,1.3120721W,66,0.0,162
1166,T,230513,141334,52.8351539N,1.3120721W,66,0.0,162
1167,T,230513,141334,52.8351539N,1.3120721W,66,0.0,162
1168,T,230513,141334,52.8351539N,1.3120721W,66,0.0,162
1169,T,230513,141334,52.8351539N,1.3120721W,66,0.0,162
1170,T,230513,141335,52.8351539N,1.3120721W,66,0.0,162
1171,T,230513,141335,52.8351539N,1.3120720W,66,0.0,162
1172,T,230513,141335,52.8351539N,1.3120720W,66,0.0,162
1173,T,230513,141335,52.8351539N,1.3120721W,66,0.0,162
1174,T,230513,141335,52.8351539N,1.3120721W,66,0.0,162
1175,T,230513,141336,52.8351539N,1.3120721W,66,0.1,162
1176,T,230513,141336,52.8351539N,1.3120721W,66,0.1,162
1177,T,230513,141336,52.8351539N,1.3120721W,66,0.1,162
1178,T,230513,141336,52.8351539N,1.3120721W,66,0.1,162
1179,T,230513,141336,52.8351539N,1.3120721W,66,0.1,162
1180,T,230513,141337,52.8351539N,1.3120721W,66,0.0,162
1181,T,230513,141337,52.8351539N,1.3120721W,66,0.0,162
1182,T,230513,141337,52.8351540N,1.3120721W,66,0.0,162
1183,T,230513,141337,52.8351539N,1.3120721W,66,0.0,162
1184,T,230513,141337,52.8351539N,1.3120721W,66,0.0,162
1185,T,230513,141338,52.8351539N,1.3120721W,66,0.0,162
1186,T,230513,141338,52.8351539N,1.3120721W,66,0.0,162
1187,T,230513,141338,52.8351539N,1.3120721W,66,0.0,162
1188,T,230513,141338,52.8351539N,1.3120721W,66,0.0,162
1189,T,230513,141338,52.8351539N,1.3120721W,66,0.0,162
1190,T,230513,141339,52.8351539N,1.3120721W,66,0.1,162
1191,T,230513,141339,52.8351539N,1.3120721W,66,0.1,162
1192,T,230513,141339,52.8351539N,1.3120721W,66,0.1,162
1193,T,230513,141339,52.8351539N,1.3120721W,66,0.1,162
1194,T,230513,141339,52.8351539N,1.3120721W,66,0.1,162
1195,T,230513,141340,52.8351539N,1.3120721W,66,0.0,162
1196,T,230513,141340,52.8351539N,1.3120721W,66,0.0,162
1197,T,230513,141340,52.8351539N,1.3120721W,66,0.0,162
1198,T,230513,141340,52.8351539N,1.3120721W,66,0.0,162
1199,T,230513,141340,52.8351539N,1.3120721W,66,0.0,162
1200,T,230513,141341,52.8351539N,1.3120721W,66,0.0,162
1201,T,230513,141341,52.8351539N,1.3120721W,66,0.0,162
1202,T,230513,141341,52.8351539N,1.3120721W,66,0.0,162
1203,T,230513,141341,52.8351539N,1.3120722W,66,0.0,162
1204,T,230513,141341,52.8351539N,1.3120721W,66,0.0,162
1205,T,230513,141342,52.8351539N,1.3120721W,66,0.1,162
1206,T,230513,141342,52.8351539N,1.3120721W,66,0.1,162
1207,T,230513,141342,52.8351539N,1.3120721W,66,0.1,162
1208,T,230513,141342,52.8351539N,1.3120721W,66,0.1,162
1209,T,230513,141342,52.8351539N,1.3120721W,66,0.1,162
1210,T,230513,141343,52.8351539N,1.3120721W,66,0.0,162
1211,T,230513,141343,52.8351540N,1.3120721W,66,0.0,162
1212,T,230513,141343,52.8351540N,1.3120721W,66,0.0,162
1213,T,230513,141343,52.8351540N,1.3120721W,66,0.0,162
1214,T,230513,141343,52.8351540N,1.3120721W,66,0.0,162
1215,T,230513,141344,52.8351539N,1.3120721W,66,0.1,162
1216,T,230513,141344,52.8351540N,1.3120720W,66,0.1,162
1217,T,230513,141344,52.8351540N,1.3120720W,66,0.1,162
1218,T,230513,141344,52.8351539N,1.3120721W,66,0.1,162
1219,T,230513,141344,52.8351539N,1.3120721W,66,0.1,162
1220,T,230513,141345,52.8351539N,1.3120721W,66,0.0,162
1221,T,230513,141345,52.8351539N,1.3120721W,66,0.0,162
1222,T,230513,141345,52.8351539N,1.3120721W,66,0.0,162
1223,T,230513,141345,52.8351539N,1.3120721W,66,0.0,162
1224,T,230513,141345,52.8351539N,1.3120721W,66,0.0,162
1225,T,230513,141346,52.8351539N,1.3120721W,66,0.0,162
1226,T,230513,141346,52.8351538N,1.3120721W,66,0.0,162
1227,T,230513,141346,52.8351539N,1.3120721W,66,0.0,162
1228,T,230513,141346,52.8351539N,1.3120721W,66,0.0,162
1229,T,230513,141346,52.8351539N,1.3120721W,66,0.0,162
1230,T,230513,141347,52.8351539N,1.3120721W,66,0.0,162
1231,T,230513,141347,52.8351540N,1.3120721W,66,0.0,162
1232,T,230513,141347,52.8351539N,1.3120720W,66,0.0,162
1233,T,230513,141347,52.8351539N,1.3120721W,66,0.0,162
1234,T,230513,141347,52.8351539N,1.3120721W,66,0.0,162
1235,T,230513,141348,52.8351539N,1.3120721W,66,0.1,162
1236,T,230513,141348,52.8351540N,1.3120721W,66,0.1,162
1237,T,230513,141348,52.8351540N,1.3120721W,66,0.1,162
1238,T,230513,141348,52.8351539N,1.3120721W,66,0.1,162
1239,T,230513,141348,52.8351540N,1.3120721W,66,0.1,162
1240,T,230513,141349,52.8351539N,1.3120721W,66,0.0,162
1241,T,230513,141349,52.8351539N,1.3120721W,66,0.0,162
1242,T,230513,141349,52.8351539N,1.3120721W,66,0.0,162
1243,T,230513,141349,52.8351539N,1.3120721W,66,0.0,162
1244,T,230513,141349,52.8351539N,1.3120721W,66,0.0,162
1245,T,230513,141350,52.8351539N,1.3120721W,66,0.0,162
1246,T,230513,141350,52.8351539N,1.3120721W,66,0.0,162
1247,T,230513,141350,52.8351539N,1.3120721W,66,0.0,162
1248,T,230513,141350,52.8351539N,1.3120721W,66,0.0,162
1249,T,230513,141350,52.8351538N,1.3120721W,66,0.0,162
1250,T,230513,141351,52.8351539N,1.3120721W,66,0.0,162
1251,T,230513,141351,52.8351539N,1.3120721W,66,0.0,162
1252,T,230513,141351,52.8351539N,1.3120721W,66,0.0,162
1253,T,230513,141351,52.8351539N,1.3120721W,66,0.0,162
1254,T,230513,141351,52.8351538N,1.3120721W,66,0.0,162
1255,T,230513,141352,52.8351539N,1.3120721W,66,0.0,162
1256,T,230513,141352,52.8351540N,1.3120721W,66,0.0,162
1257,T,230513,141352,52.8351540N,1.3120721W,66,0.0,162
1258,T,230513,141352,52.8351540N,1.3120721W,66,0.0,162
1259,T,230513,141352,52.8351540N,1.3120721W,66,0.0,162
1260,T,230513,141353,52.8351539N,1.3120721W,67,0.0,162
1261,T,230513,141353,52.8351539N,1.3120721W,67,0.0,162
1262,T,230513,141353,52.8351539N,1.3120721W,67,0.0,162
1263,T,230513,141353,52.8351539N,1.3120721W,67,0.0,162
1264,T,230513,141353,52.8351539N,1.3120721W,67,0.0,162
1265,T,230513,141354,52.8351539N,1.3120721W,67,0.0,162
1266,T,230513,141354,52.8351539N,1.3120720W,67,0.0,162
1267,T,230513,141354,52.8351539N,1.3120721W,67,0.0,162
1268,T,230513,141354,52.8351539N,1.3120721W,67,0.0,162
1269,T,230513,141354,52.8351539N,1.3120721W,67,0.0,162
1270,T,230513,141355,52.8351539N,1.3120721W,67,0.0,162
1271,T,230513,141355,52.8351539N,1.3120721W,67,0.0,162
1272,T,230513,141355,52.8351539N,1.3120721W,67,0.0,162
1273,T,230513,141355,52.8351539N,1.3120721W,67,0.0,162
1274,T,230513,141355,52.8351539N,1.3120722W,67,0.0,162
1275,T,230513,141356,52.8351539N,1.3120721W,67,0.0,162
1276,T,230513,141356,52.8351539N,1.3120721W,67,0.0,162
1277,T,230513,141356,52.8351539N,1.3120721W,67,0.0,162
1278,T,230513,141356,52.8351539N,1.3120722W,67,0.0,162
1279,T,230513,141356,52.8351539N,1.3120722W,67,0.0,162
1280,T,230513,141357,52.8351539N,1.3120721W,67,0.0,162
1281,T,230513,141357,52.8351539N,1.3120721W,67,0.0,162
1282,T,230513,141357,52.8351540N,1.3120721W,67,0.0,162
1283,T,230513,141357,52.8351539N,1.3120721W,67,0.0,162
1284,T,230513,141357,52.8351539N,1.3120721W,67,0.0,162
1285,T,230513,141358,52.8351539N,1.3120721W,67,0.0,162
1286,T,230513,141358,52.8351539N,1.3120721W,67,0.0,162
1287,T,230513,141358,52.8351539N,1.3120721W,67,0.0,162
1288,T,230513,141358,52.8351539N,1.3120721W,67,0.0,162
1289,T,230513,141358,52.8351540N,1.3120722W,67,0.0,162
1290,T,230513,141359,52.8351539N,1.3120721W,67,0.0,162
1291,T,230513,141359,52.8351539N,1.3120720W,67,0.0,162
1292,T,230513,141359,52.8351540N,1.3120721W,67,0.0,162
1293,T,230513,141359,52.8351539N,1.3120721W,67,0.0,162
1294,T,230513,141359,52.8351539N,1.3120721W,67,0.0,162
1295,T,230513,141400,52.8351539N,1.3120721W,67,0.0,162
1296,T,230513,141400,52.8351539N,1.3120720W,67,0.0,162
1297,T,230513,141400,52.8351540N,1.3120721W,67,0.0,162
1298,T,230513,141400,52.8351539N,1.3120721W,67,0.0,162
1299,T,230513,141400,52.8351539N,1.3120721W,67,0.0,162
1300,T,230513,141401,52.8351539N,1.3120721W,67,0.0,162
1301,T,230513,141401,52.8351539N,1.3120721W,67,0.0,162
1302,T,230513,141401,52.8351539N,1.3120721W,67,0.0,162
1303,T,230513,141401,52.8351539N,1.3120721W,67,0.0,162
1304,T,230513,141401,52.8351539N,1.3120721W,67,0.0,162
1305,T,230513,141402,52.8351539N,1.3120721W,67,0.0,162
1306,T,230513,141402,52.8351539N,1.3120721W,67,0.0,162
1307,T,230513,141402,52.8351539N,1.3120721W,67,0.0,162
1308,T,230513,141402,52.8351540N,1.3120721W,67,0.0,162
1309,T,230513,141402,52.8351540N,1.3120721W,67,0.0,162
1310,T,230513,141403,52.8351539N,1.3120721W,67,0.0,162
1311,T,230513,141403,52.8351539N,1.3120721W,67,0.0,162
1312,T,230513,141403,52.8351539N,1.3120721W,67,0.0,162
1313,T,230513,141403,52.8351539N,1.3120721W,67,0.0,162
1314,T,230513,141403,52.8351539N,1.3120721W,67,0.0,162
1315,T,230513,141404,52.8351539N,1.3120721W,67,0.0,162
1316,T,230513,141404,52.8351539N,1.3120721W,67,0.0,162
1317,T,230513,141404,52.8351539N,1.3120721W,67,0.0,162
1318,T,230513,141404,52.8351539N,1.3120721W,67,0.0,162
1319,T,230513,141404,52.8351539N,1.3120721W,67,0.0,162
1320,T,230513,141405,52.8351539N,1.3120721W,67,0.1,162
1321,T,230513,141405,52.8351539N,1.3120721W,67,0.1,162
1322,T,230513,141405,52.8351539N,1.3120722W,67,0.1,162
1323,T,230513,141405,52.8351539N,1.3120721W,67,0.1,162
1324,T,230513,141405,52.8351539N,1.3120721W,67,0.1,162
1325,T,230513,141406,52.8351539N,1.3120721W,67,0.1,162
1326,T,230513,141406,52.8351539N,1.3120721W,67,0.1,162
1327,T,230513,141406,52.8351539N,1.3120721W,67,0.1,162
1328,T,230513,141406,52.8351539N,1.3120721W,67,0.1,162
1329,T,230513,141406,52.8351539N,1.3120721W,67,0.1,162
1330,T,230513,141407,52.8351539N,1.3120721W,67,0.0,162
1331,T,230513,141407,52.8351539N,1.3120721W,67,0.0,162
1332,T,230513,141407,52.8351539N,1.3120721W,67,0.0,162
1333,T,230513,141407,52.8351539N,1.3120721W,67,0.0,162
1334,T,230513,141407,52.8351539N,1.3120721W,67,0.0,162
1335,T,230513,141408,52.8351539N,1.3120721W,67,0.0,162
1336,T,230513,141408,52.8351539N,1.3120721W,67,0.0,162
1337,T,230513,141408,52.8351539N,1.3120721W,67,0.0,162
1338,T,230513,141408,52.8351539N,1.3120720W,67,0.0,162
1339,T,230513,141408,52.8351540N,1.3120720W,67,0.0,162
1340,T,230513,141409,52.8351539N,1.3120721W,67,0.0,162
1341,T,230513,141409,52.8351539N,1.3120721W,67,0.0,162
1342,T,230513,141409,52.8351540N,1.3120721W,67,0.0,162
1343,T,230513,141409,52.8351540N,1.3120721W,67,0.0,162
1344,T,230513,141409,52.8351539N,1.3120721W,67,0.0,162
1345,T,230513,141410,52.8351539N,1.3120721W,67,0.0,162
1346,T,230513,141410,52.8351539N,1.3120721W,67,0.0,162
1347,T,230513,141410,52.8351539N,1.3120721W,67,0.0,162
1348,T,230513,141410,52.8351539N,1.3120721W,67,0.0,162
1349,T,230513,141410,52.8351539N,1.3120721W,67,0.0,162
1350,T,230513,141411,52.8351539N,1.3120721W,67,0.0,162
1351,T,230513,141411,52.8351539N,1.3120721W,67,0.0,162
1352,T,230513,141411,52.8351539N,1.3120720W,67,0.0,162
1353,T,230513,141411,52.8351539N,1.3120720W,67,0.0,162
1354,T,230513,141411,52.8351539N,1.3120721W,67,0.0,162
1355,T,230513,141412,52.8351539N,1.3120721W,67,0.0,162
1356,T,230513,141412,52.8351539N,1.3120721W,67,0.0,162
