INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
2855,T,230513,141912,52.8351539N,1.3120721W,70,0.1,179
2856,T,230513,141912,52.8351539N,1.3120722W,70,0.1,179
2857,T,230513,141912,52.8351539N,1.3120722W,70,0.1,179
2858,T,230513,141912,52.8351539N,1.3120722W,70,0.1,179
2859,T,230513,141912,52.8351539N,1.3120723W,70,0.1,179
2860,T,230513,141913,52.8351539N,1.3120721W,70,0.1,179
2861,T,230513,141913,52.8351540N,1.3120721W,70,0.1,179
2862,T,230513,141913,52.8351540N,1.3120721W,70,0.1,179
2863,T,230513,141913,52.8351539N,1.3120721W,70,0.1,179
2864,T,230513,141913,52.8351539N,1.3120721W,70,0.1,179
2865,T,230513,141914,52.8351539N,1.3120721W,70,0.0,179
2866,T,230513,141914,52.8351540N,1.3120721W,70,0.0,179
2867,T,230513,141914,52.8351540N,1.3120721W,70,0.0,179
2868,T,230513,141914,52.8351540N,1.3120722W,70,0.0,179
2869,T,230513,141914,52.8351540N,1.3120721W,70,0.0,179
2870,T,230513,141915,52.8351539N,1.3120721W,70,0.1,179
2871,T,230513,141915,52.8351540N,1.3120722W,70,0.1,179
2872,T,230513,141915,52.8351539N,1.3120722W,70,0.1,179
2873,T,230513,141915,52.8351539N,1.3120725W,70,0.1,179
2874,T,230513,141915,52.8351539N,1.3120725W,70,0.1,179
2875,T,230513,141916,52.8351539N,1.3120721W,70,0.1,179
2876,T,230513,141916,52.8351539N,1.3120722W,70,0.1,179
2877,T,230513,141916,52.8351540N,1.3120722W,70,0.1,179
2878,T,230513,141916,52.8351539N,1.3120722W,70,0.1,179
2879,T,230513,141916,52.8351539N,1.3120722W,70,0.1,179
2880,T,230513,141917,52.8351539N,1.3120721W,70,0.1,179
2881,T,230513,141917,52.8351540N,1.3120719W,70,0.1,179
2882,T,230513,141917,52.8351540N,1.3120718W,70,0.1,179
2883,T,230513,141917,52.8351540N,1.3120718W,70,0.1,179
2884,T,230513,141917,52.8351540N,1.3120718W,70,0.1,179
2885,T,230513,141918,52.8351539N,1.3120721W,70,0.1,179
2886,T,230513,141918,52.8351540N,1.3120722W,70,0.1,179
2887,T,230513,141918,52.8351539N,1.3120722W,70,0.1,179
2888,T,230513,141918,52.8351539N,1.3120722W,70,0.1,179
2889,T,230513,141918,52.8351539N,1.3120722W,70,0.1,179
2890,T,230513,141919,52.8351539N,1.3120721W,70,0.1,179
2891,T,230513,141919,52.8351539N,1.3120723W,70,0.1,179
2892,T,230513,141919,52.8351539N,1.3120722W,70,0.1,179
2893,T,230513,141919,52.8351538N,1.3120723W,70,0.1,179
2894,T,230513,141919,52.8351539N,1.3120722W,70,0.1,179
2895,T,230513,141920,52.8351539N,1.3120721W,71,0.0,179
2896,T,230513,141920,52.8351539N,1.3120720W,71,0.0,179
2897,T,230513,141920,52.8351539N,1.3120720W,71,0.0,179
2898,T,230513,141920,52.8351539N,1.3120720W,71,0.0,179
2899,T,230513,141920,52.8351539N,1.3120720W,71,0.0,179
2900,T,230513,141921,52.8351539N,1.3120721W,71,0.1,179
2901,T,230513,141921,52.8351540N,1.3120720W,71,0.1,179
2902,T,230513,141921,52.8351540N,1.3120719W,70,0.1,179
2903,T,230513,141921,52.8351540N,1.3120719W,70,0.1,179
2904,T,230513,141921,52.8351540N,1.3120720W,70,0.1,179
2905,T,230513,141922,52.8351539N,1.3120721W,71,0.1,179
2906,T,230513,141922,52.8351539N,1.3120722W,71,0.1,179
2907,T,230513,141922,52.8351539N,1.3120722W,71,0.1,179
2908,T,230513,141922,52.8351539N,1.3120722W,71,0.1,179
2909,T,230513,141922,52.8351540N,1.3120722W,71,0.1,179
2910,T,230513,141923,52.8351539N,1.3120721W,71,0.1,179
2911,T,230513,141923,52.8351539N,1.3120721W,71,0.1,179
2912,T,230513,141923,52.8351539N,1.3120721W,71,0.1,179
2913,T,230513,141923,52.8351540N,1.3120721W,71,0.1,179
2914,T,230513,141923,52.8351540N,1.3120721W,71,0.1,179
2915,T,230513,141924,52.8351539N,1.3120721W,71,0.1,179
2916,T,230513,141924,52.8351540N,1.3120722W,71,0.1,179
2917,T,230513,141924,52.8351540N,1.3120722W,71,0.1,179
2918,T,230513,141924,52.8351540N,1.3120722W,71,0.1,179
2919,T,230513,141924,52.8351540N,1.3120723W,71,0.1,179
2920,T,230513,141925,52.8351539N,1.3120721W,71,0.3,179
2921,T,230513,141925,52.8351540N,1.3120722W,71,0.3,179
2922,T,230513,141925,52.8351540N,1.3120723W,71,0.3,179
2923,T,230513,141925,52.8351540N,1.3120723W,71,0.3,179
2924,T,230513,141925,52.8351540N,1.3120722W,71,0.3,179
2925,T,230513,141926,52.8351539N,1.3120721W,71,0.1,179
2926,T,230513,141926,52.8351540N,1.3120722W,71,0.1,179
2927,T,230513,141926,52.8351540N,1.3120723W,71,0.1,179
2928,T,230513,141926,52.8351540N,1.3120722W,71,0.1,179
2929,T,230513,141926,52.8351540N,1.3120722W,71,0.1,179
2930,T,230513,141927,52.8351539N,1.3120721W,71,0.1,179
2931,T,230513,141927,52.8351540N,1.3120722W,71,0.1,179
2932,T,230513,141927,52.8351540N,1.3120722W,71,0.1,179
2933,T,230513,141927,52.8351539N,1.3120722W,71,0.1,179
2934,T,230513,141927,52.8351540N,1.3120722W,71,0.1,179
2935,T,230513,141928,52.8351539N,1.3120721W,71,0.1,179
2936,T,230513,141928,52.8351540N,1.3120722W,71,0.1,179
2937,T,230513,141928,52.8351540N,1.3120722W,71,0.1,179
2938,T,230513,141928,52.8351539N,1.3120722W,71,0.1,179
2939,T,230513,141928,52.8351540N,1.3120722W,71,0.1,179
2940,T,230513,141929,52.8351539N,1.3120721W,71,0.1,179
2941,T,230513,141929,52.8351539N,1.3120723W,71,0.1,179
2942,T,230513,141929,52.8351539N,1.3120722W,71,0.1,179
2943,T,230513,141929,52.8351539N,1.3120722W,71,0.1,179
2944,T,230513,141929,52.8351539N,1.3120723W,71,0.1,179
2945,T,230513,141930,52.8351539N,1.3120721W,71,0.1,179
2946,T,230513,141930,52.8351540N,1.3120723W,71,0.1,179
2947,T,230513,141930,52.8351539N,1.3120722W,71,0.1,179
2948,T,230513,141930,52.8351539N,1.3120723W,71,0.1,179
2949,T,230513,141930,52.8351539N,1.3120723W,71,0.1,179
2950,T,230513,141931,52.8351539N,1.3120721W,71,0.1,179
2951,T,230513,141931,52.8351539N,1.3120722W,71,0.1,179
2952,T,230513,141931,52.8351539N,1.3120722W,71,0.1,179
2953,T,230513,141931,52.8351540N,1.3120723W,71,0.1,179
2954,T,230513,141931,52.8351540N,1.3120722W,71,0.1,179
2955,T,230513,141932,52.8351539N,1.3120721W,71,0.1,179
2956,T,230513,141932,52.8351540N,1.3120723W,71,0.1,179
2957,T,230513,141932,52.8351539N,1.3120722W,71,0.1,179
2958,T,230513,141932,52.8351539N,1.3120723W,71,0.1,179
2959,T,230513,141932,52.8351540N,1.3120723W,71,0.1,179
2960,T,230513,141933,52.8351539N,1.3120721W,71,0.1,179
2961,T,230513,141933,52.8351539N,1.3120722W,71,0.1,179
2962,T,230513,141933,52.8351538N,1.3120722W,71,0.1,179
2963,T,230513,141933,52.8351539N,1.3120722W,71,0.1,179
2964,T,230513,141933,52.8351539N,1.3120722W,71,0.1,179
2965,T,230513,141934,52.8351539N,1.3120721W,71,0.1,179
2966,T,230513,141934,52.8351540N,1.3120722W,71,0.1,179
2967,T,230513,141934,52.8351540N,1.3120723W,71,0.1,179
2968,T,230513,141934,52.8351539N,1.3120722W,71,0.1,179
2969,T,230513,141934,52.8351539N,1.3120722W,71,0.1,179
2970,T,230513,141935,52.8351539N,1.3120721W,71,0.1,179
2971,T,230513,141935,52.8351540N,1.3120720W,71,0.1,179
2972,T,230513,141935,52.8351540N,1.3120718W,71,0.1,179
2973,T,230513,141935,52.8351541N,1.3120716W,71,0.1,179
2974,T,230513,141935,52.8351540N,1.3120718W,71,0.1,179
2975,T,230513,141936,52.8351539N,1.3120721W,71,0.0,179
2976,T,230513,141936,52.8351539N,1.3120721W,71,0.0,179
2977,T,230513,141936,52.8351539N,1.3120720W,71,0.0,179
2978,T,230513,141936,52.8351540N,1.3120721W,71,0.0,179
2979,T,230513,141936,52.8351540N,1.3120721W,71,0.0,179
2980,T,230513,141937,52.8351539N,1.3120721W,71,0.1,179
2981,T,230513,141937,52.8351540N,1.3120723W,71,0.1,179
2982,T,230513,141937,52.8351539N,1.3120722W,71,0.1,179
2983,T,230513,141937,52.8351539N,1.3120722W,71,0.1,179
2984,T,230513,141937,52.8351539N,1.3120722W,71,0.1,179
2985,T,230513,141938,52.8351539N,1.3120721W,71,0.1,179
2986,T,230513,141938,52.8351539N,1.3120722W,71,0.1,179
2987,T,230513,141938,52.8351539N,1.3120722W,71,0.1,179
2988,T,230513,141938,52.8351539N,1.3120722W,71,0.1,179
2989,T,230513,141938,52.8351539N,1.3120722W,71,0.1,179
2990,T,230513,141939,52.8351539N,1.3120721W,71,0.1,179
2991,T,230513,141939,52.8351539N,1.3120722W,71,0.1,179
2992,T,230513,141939,52.8351539N,1.3120722W,71,0.1,179
2993,T,230513,141939,52.8351539N,1.3120722W,71,0.1,179
2994,T,230513,141939,52.8351540N,1.3120722W,71,0.1,179
2995,T,230513,141940,52.8351539N,1.3120721W,71,0.1,179
2996,T,230513,141940,52.8351539N,1.3120722W,71,0.1,179
2997,T,230513,141940,52.8351539N,1.3120722W,71,0.1,179
2998,T,230513,141940,52.8351539N,1.3120722W,71,0.1,179
2999,T,230513,141940,52.8351539N,1.3120722W,71,0.1,179
3000,T,230513,141941,52.8351539N,1.3120721W,71,0.1,179
3001,T,230513,141941,52.8351539N,1.3120723W,71,0.1,179
3002,T,230513,141941,52.8351539N,1.3120722W,71,0.1,179
3003,T,230513,141941,52.8351539N,1.3120722W,71,0.1,179
3004,T,230513,141941,52.8351539N,1.3120722W,71,0.1,179
3005,T,230513,141942,52.8351539N,1.3120721W,71,0.1,179
3006,T,230513,141942,52.8351538N,1.3120722W,71,0.1,179
3007,T,230513,141942,52.8351538N,1.3120722W,71,0.1,179
3008,T,230513,141942,52.8351538N,1.3120722W,71,0.1,179
3009,T,230513,141942,52.8351536N,1.3120722W,71,0.1,179
3010,T,230513,141943,52.8351539N,1.3120721W,71,0.1,179
3011,T,230513,141943,52.8351540N,1.3120722W,71,0.1,179
3012,T,230513,141943,52.8351539N,1.3120722W,71,0.1,179
3013,T,230513,141943,52.8351539N,1.3120722W,71,0.1,179
3014,T,230513,141943,52.8351539N,1.3120722W,71,0.1,179
3015,T,230513,141944,52.8351539N,1.3120721W,71,0.1,179
3016,T,230513,141944,52.8351540N,1.3120723W,71,0.1,179
3017,T,230513,141944,52.8351539N,1.3120722W,71,0.1,179
3018,T,230513,141944,52.8351539N,1.3120723W,71,0.1,179
3019,T,230513,141944,52.8351540N,1.3120722W,71,0.1,179
3020,T,230513,141945,52.8351539N,1.3120721W,71,0.1,179
3021,T,230513,141945,52.8351539N,1.3120722W,71,0.1,179
3022,T,230513,141945,52.8351539N,1.3120722W,71,0.1,179
3023,T,230513,141945,52.8351538N,1.3120722W,71,0.1,179
3024,T,230513,141945,52.8351539N,1.3120722W,71,0.1,179
3025,T,230513,141946,52.8351539N,1.3120721W,71,0.1,179
3026,T,230513,141946,52.8351539N,1.3120722W,71,0.1,179
3027,T,230513,141946,52.8351539N,1.3120722W,71,0.1,179
3028,T,230513,141946,52.8351539N,1.3120722W,71,0.1,179
3029,T,230513,141946,52.8351539N,1.3120722W,71,0.1,179
3030,T,230513,141947,52.8351539N,1.3120721W,71,0.1,179
3031,T,230513,141947,52.8351539N,1.3120722W,71,0.1,179
3032,T,230513,141947,52.8351539N,1.3120722W,71,0.1,179
3033,T,230513,141947,52.8351539N,1.3120722W,71,0.1,179
3034,T,230513,141947,52.8351539N,1.3120722W,71,0.1,179
3035,T,230513,141948,52.8351539N,1.3120721W,70,0.1,179
3036,T,230513,141948,52.8351539N,1.3120723W,71,0.1,179
3037,T,230513,141948,52.8351539N,1.3120722W,71,0.1,179
3038,T,230513,141948,52.8351539N,1.3120723W,71,0.1,179
3039,T,230513,141948,52.8351538N,1.3120723W,71,0.1,179
3040,T,230513,141949,52.8351539N,1.3120721W,70,0.1,179
3041,T,230513,141949,52.8351540N,1.3120722W,70,0.1,179
3042,T,230513,141949,52.8351539N,1.3120722W,70,0.1,179
3043,T,230513,141949,52.8351538N,1.3120722W,70,0.1,179
3044,T,230513,141949,52.8351539N,1.3120722W,70,0.1,179
3045,T,230513,141950,52.8351539N,1.3120721W,70,0.1,179
3046,T,230513,141950,52.8351539N,1.3120723W,70,0.1,179
3047,T,230513,141950,52.8351539N,1.3120723W,70,0.1,179
3048,T,230513,141950,52.8351539N,1.3120723W,70,0.1,179
3049,T,230513,141950,52.8351539N,1.3120723W,70,0.1,179
3050,T,230513,141951,52.8351539N,1.3120721W,70,0.1,179
3051,T,230513,141951,52.8351539N,1.3120722W,70,0.1,179
3052,T,230513,141951,52.8351539N,1.3120722W,70,0.1,179
3053,T,230513,141951,52.8351540N,1.3120722W,70,0.1,179
3054,T,230513,141951,52.8351539N,1.3120722W,70,0.1,179
3055,T,230513,141952,52.8351539N,1.3120721W,70,0.1,179
3056,T,230513,141952,52.8351539N,1.3120723W,70,0.1,179
3057,T,230513,141952,52.8351539N,1.3120722W,70,0.1,179
3058,T,230513,141952,52.8351539N,1.3120722W,70,0.1,179
3059,T,230513,141952,52.8351539N,1.3120722W,70,0.1,179
3060,T,230513,141953,52.8351539N,1.3120721W,70,0.1,179
3061,T,230513,141953,52.8351539N,1.3120722W,70,0.1,179
3062,T,230513,141953,52.8351539N,1.3120722W,70,0.1,179
3063,T,230513,141953,52.8351539N,1.3120722W,70,0.1,179
3064,T,230513,141953,52.8351539N,1.3120722W,70,0.1,179
3065,T,230513,141954,52.8351539N,1.3120721W,70,0.1,179
3066,T,230513,141954,52.8351539N,1.3120722W,70,0.1,179
3067,T,230513,141954,52.8351539N,1.3120723W,70,0.1,179
3068,T,230513,141954,52.8351539N,1.3120723W,70,0.1,179
3069,T,230513,141954,52.8351539N,1.3120723W,70,0.1,179
3070,T,230513,141955,52.8351539N,1.3120721W,70,0.1,179
3071,T,230513,141955,52.8351539N,1.3120723W,70,0.1,179
3072,T,230513,141955,52.8351539N,1.3120723W,70,0.1,179
3073,T,230513,141955,52.8351539N,1.3120723W,70,0.1,179
3074,T,230513,141955,52.8351539N,1.3120723W,70,0.1,179
3075,T,230513,141956,52.8351539N,1.3120721W,70,0.1,179
3076,T,230513,141956,52.8351539N,1.3120721W,70,0.1,179
3077,T,230513,141956,52.8351539N,1.3120722W,70,0.1,179
3078,T,230513,141956,52.8351539N,1.3120722W,70,0.1,179
3079,T,230513,141956,52.8351540N,1.3120721W,70,0.1,179
3080,T,230513,141957,52.8351539N,1.3120721W,70,0.1,179
3081,T,230513,141957,52.8351539N,1.3120723W,70,0.1,179
3082,T,230513,141957,52.8351539N,1.3120723W,70,0.1,179
3083,T,230513,141957,52.8351540N,1.3120723W,70,0.1,179
3084,T,230513,141957,52.8351539N,1.3120723W,70,0.1,179
3085,T,230513,141958,52.8351539N,1.3120721W,70,0.1,179
3086,T,230513,141958,52.8351538N,1.3120722W,70,0.1,179
3087,T,230513,141958,52.8351539N,1.3120723W,70,0.1,179
3088,T,230513,141958,52.8351538N,1.3120722W,70,0.1,179
3089,T,230513,141958,52.8351539N,1.3120723W,70,0.1,179
3090,T,230513,141959,52.8351539N,1.3120721W,70,0.3,179
3091,T,230513,141959,52.8351539N,1.3120722W,70,0.3,179
3092,T,230513,141959,52.8351539N,1.3120722W,70,0.3,179
3093,T,230513,141959,52.8351539N,1.3120723W,70,0.3,179
3094,T,230513,141959,52.8351539N,1.3120723W,70,0.3,179
3095,T,230513,142000,52.8351539N,1.3120721W,70,0.1,179
3096,T,230513,142000,52.8351539N,1.3120722W,70,0.1,179
3097,T,230513,142000,52.8351539N,1.3120722W,70,0.1,179
3098,T,230513,142000,52.8351539N,1.3120722W,70,0.1,179
3099,T,230513,142000,52.8351539N,1.3120722W,70,0.1,179
3100,T,230513,142001,52.8351539N,1.3120721W,70,0.1,179
3101,T,230513,142001,52.8351538N,1.3120723W,70,0.1,179
3102,T,230513,142001,52.8351538N,1.3120722W,70,0.1,179
3103,T,230513,142001,52.8351539N,1.3120723W,70,0.1,179
3104,T,230513,142001,52.8351539N,1.3120723W,70,0.1,179
3105,T,230513,142002,52.8351539N,1.3120721W,70,0.1,179
3106,T,230513,142002,52.8351539N,1.3120723W,70,0.1,179
3107,T,230513,142002,52.8351539N,1.3120722W,70,0.1,179
3108,T,230513,142002,52.8351538N,1.3120722W,70,0.1,179
3109,T,230513,142002,52.8351538N,1.3120723W,70,0.1,179
3110,T,230513,142003,52.8351539N,1.3120721W,70,0.3,179
3111,T,230513,142003,52.8351539N,1.3120723W,70,0.3,179
3112,T,230513,142003,52.8351539N,1.3120723W,70,0.3,179
3113,T,230513,142003,52.8351540N,1.3120723W,70,0.3,179
3114,T,230513,142003,52.8351538N,1.3120723W,70,0.3,179
3115,T,230513,142004,52.8351539N,1.3120721W,70,0.1,179
3116,T,230513,142004,52.8351540N,1.3120722W,70,0.1,179
3117,T,230513,142004,52.8351540N,1.3120722W,70,0.1,179
3118,T,230513,142004,52.8351539N,1.3120721W,70,0.1,179
3119,T,230513,142004,52.8351540N,1.3120722W,70,0.1,179
3120,T,230513,142005,52.8351539N,1.3120721W,70,0.1,179
3121,T,230513,142005,52.8351539N,1.3120722W,70,0.1,179
3122,T,230513,142005,52.8351539N,1.3120723W,70,0.1,179
3123,T,230513,142005,52.8351539N,1.3120723W,70,0.1,179
3124,T,230513,142005,52.8351539N,1.3120723W,70,0.1,179
3125,T,230513,142006,52.8351539N,1.3120721W,70,0.1,179
3126,T,230513,142006,52.8351539N,1.3120723W,70,0.1,179
3127,T,230513,142006,52.8351539N,1.3120722W,70,0.1,179
3128,T,230513,142006,52.8351539N,1.3120722W,70,0.1,179
3129,T,230513,142006,52.8351540N,1.3120723W,70,0.1,179
3130,T,230513,142007,52.8351539N,1.3120721W,70,0.0,179
3131,T,230513,142007,52.8351539N,1.3120721W,70,0.0,179
3132,T,230513,142007,52.8351539N,1.3120721W,70,0.0,179
3133,T,230513,142007,52.8351539N,1.3120721W,70,0.0,179
3134,T,230513,142007,52.8351539N,1.3120721W,70,0.0,179
3135,T,230513,142008,52.8351539N,1.3120721W,70,0.0,179
3136,T,230513,142008,52.8351540N,1.3120721W,70,0.0,179
3137,T,230513,142008,52.8351539N,1.3120721W,70,0.0,179
3138,T,230513,142008,52.8351540N,1.3120720W,70,0.0,179
3139,T,230513,142008,52.8351540N,1.3120720W,70,0.0,179
3140,T,230513,142009,52.8351539N,1.3120721W,70,0.0,179
3141,T,230513,142009,52.8351540N,1.3120721W,70,0.0,179
3142,T,230513,142009,52.8351540N,1.3120721W,70,0.0,179
3143,T,230513,142009,52.8351540N,1.3120721W,70,0.0,179
3144,T,230513,142009,52.8351540N,1.3120721W,70,0.0,179
3145,T,230513,142010,52.8351539N,1.3120721W,70,0.0,179
3146,T,230513,142010,52.8351539N,1.3120721W,70,0.0,179
3147,T,230513,142010,52.8351539N,1.3120720W,70,0.0,179
3148,T,230513,142010,52.8351539N,1.3120721W,70,0.0,179
3149,T,230513,142010,52.8351540N,1.3120721W,70,0.0,179
3150,T,230513,142011,52.8351539N,1.3120721W,70,0.1,179
3151,T,230513,142011,52.8351540N,1.3120721W,70,0.1,179
3152,T,230513,142011,52.8351539N,1.3120721W,70,0.1,179
3153,T,230513,142011,52.8351539N,1.3120721W,70,0.1,179
3154,T,230513,142011,52.8351540N,1.3120721W,70,0.1,179
3155,T,230513,142012,52.8351539N,1.3120721W,70,0.0,179
3156,T,230513,142012,52.8351540N,1.3120721W,70,0.0,179
3157,T,230513,142012,52.8351539N,1.3120721W,70,0.0,179
3158,T,230513,142012,52.8351540N,1.3120721W,70,0.0,179
3159,T,230513,142012,52.8351540N,1.3120721W,70,0.0,179
3160,T,230513,142013,52.8351539N,1.3120721W,70,0.0,179
3161,T,230513,142013,52.8351539N,1.3120721W,70,0.0,179
3162,T,230513,142013,52.8351539N,1.3120721W,70,0.0,179
3163,T,230513,142013,52.8351539N,1.3120721W,70,0.0,179
3164,T,230513,142013,52.8351539N,1.3120721W,70,0.0,179
3165,T,230513,142014,52.8351539N,1.3120721W,70,0.0,179
3166,T,230513,142014,52.8351539N,1.3120721W,70,0.0,179
3167,T,230513,142014,52.8351540N,1.3120721W,70,0.0,179
3168,T,230513,142014,52.8351540N,1.3120722W,70,0.0,179
3169,T,230513,142014,52.8351539N,1.3120721W,70,0.0,179
3170,T,230513,142015,52.8351539N,1.3120721W,70,0.0,179
3171,T,230513,142015,52.8351539N,1.3120721W,70,0.0,179
3172,T,230513,142015,52.8351539N,1.3120721W,70,0.0,179
3173,T,230513,142015,52.8351539N,1.3120721W,70,0.0,179
3174,T,230513,142015,52.8351540N,1.3120721W,70,0.0,179
3175,T,230513,142016,52.8351539N,1.3120721W,70,0.0,179
3176,T,230513,142016,52.8351539N,1.3120721W,70,0.0,179
3177,T,230513,142016,52.8351539N,1.3120721W,70,0.0,179
3178,T,230513,142016,52.8351539N,1.3120721W,70,0.0,179
3179,T,230513,142016,52.8351539N,1.3120722W,70,0.0,179
3180,T,230513,142017,52.8351539N,1.3120721W,70,0.0,179
3181,T,230513,142017,52.8351539N,1.3120722W,70,0.0,179
3182,T,230513,142017,52.8351540N,1.3120721W,70,0.0,179
3183,T,230513,142017,52.8351540N,1.3120721W,70,0.0,179
3184,T,230513,142017,52.8351540N,1.3120721W,70,0.0,179
3185,T,230513,142018,52.8351539N,1.3120721W,70,0.0,179
3186,T,230513,142018,52.8351540N,1.3120721W,70,0.0,179
3187,T,230513,142018,52.8351540N,1.3120721W,70,0.0,179
3188,T,230513,142018,52.8351540N,1.3120721W,70,0.0,179
3189,T,230513,142018,52.8351540N,1.3120721W,70,0.0,179
3190,T,230513,142019,52.8351539N,1.3120721W,70,0.0,179
3191,T,230513,142019,52.8351539N,1.3120721W,70,0.0,179
3192,T,230513,142019,52.8351539N,1.3120721W,70,0.0,179
3193,T,230513,142019,52.8351539N,1.3120721W,70,0.0,179
3194,T,230513,142019,52.8351539N,1.3120721W,70,0.0,179
3195,T,230513,142020,52.8351539N,1.3120721W,70,0.0,179
3196,T,230513,142020,52.8351540N,1.3120721W,70,0.0,179
3197,T,230513,142020,52.8351539N,1.3120721W,70,0.0,179
3198,T,230513,142020,52.8351539N,1.3120721W,70,0.0,179
3199,T,230513,142020,52.8351540N,1.3120721W,70,0.0,179
3200,T,230513,142021,52.8351539N,1.3120721W,70,0.0,179
3201,T,230513,142021,52.8351540N,1.3120721W,70,0.0,179
3202,T,230513,142021,52.8351540N,1.3120721W,70,0.0,179
3203,T,230513,142021,52.8351539N,1.3120722W,70,0.0,179
3204,T,230513,142021,52.8351539N,1.3120721W,70,0.0,179
3205,T,230513,142022,52.8351539N,1.3120721W,70,0.0,179
3206,T,230513,142022,52.8351539N,1.3120721W,70,0.0,179
3207,T,230513,142022,52.8351539N,1.3120721W,70,0.0,179
3208,T,230513,142022,52.8351539N,1.3120721W,70,0.0,179
3209,T,230513,142022,52.8351539N,1.3120721W,70,0.0,179
3210,T,230513,142023,52.8351539N,1.3120721W,70,0.0,179
3211,T,230513,142023,52.8351540N,1.3120720W,70,0.0,179
3212,T,230513,142023,52.8351539N,1.3120721W,70,0.0,179
3213,T,230513,142023,52.8351540N,1.3120721W,70,0.0,179
3214,T,230513,142023,52.8351540N,1.3120721W,70,0.0,179
3215,T,230513,142024,52.8351539N,1.3120721W,70,0.0,179
3216,T,230513,142024,52.8351539N,1.3120720W,70,0.0,179
3217,T,230513,142024,52.8351539N,1.3120721W,70,0.0,179
3218,T,230513,142024,52.8351539N,1.3120721W,70,0.0,179
3219,T,230513,142024,52.8351539N,1.3120720W,70,0.0,179
3220,T,230513,142025,52.8351539N,1.3120721W,70,0.0,179
3221,T,230513,142025,52.8351539N,1.3120721W,70,0.0,179
3222,T,230513,142025,52.8351539N,1.3120721W,70,0.0,179
3223,T,230513,142025,52.8351539N,1.3120721W,70,0.0,179
3224,T,230513,142025,52.8351539N,1.3120721W,70,0.0,179
3225,T,230513,142026,52.8351539N,1.3120721W,70,0.0,179
3226,T,230513,142026,52.8351539N,1.3120721W,70,0.0,179
3227,T,230513,142026,52.8351539N,1.3120721W,70,0.0,179
3228,T,230513,142026,52.8351539N,1.3120721W,70,0.0,179
3229,T,230513,142026,52.8351539N,1.3120721W,70,0.0,179
3230,T,230513,142027,52.8351539N,1.3120721W,70,0.0,179
3231,T,230513,142027,52.8351539N,1.3120720W,70,0.0,179
3232,T,230513,142027,52.8351539N,1.3120721W,70,0.0,179
3233,T,230513,142027,52.8351540N,1.3120721W,70,0.0,179
3234,T,230513,142027,52.8351540N,1.3120721W,70,0.0,179
3235,T,230513,142028,52.8351539N,1.3120721W,70,0.0,179
3236,T,230513,142028,52.8351539N,1.3120721W,70,0.0,179
3237,T,230513,142028,52.8351539N,1.3120721W,70,0.0,179
3238,T,230513,142028,52.8351539N,1.3120721W,70,0.0,179
3239,T,230513,142028,52.8351539N,1.3120721W,70,0.0,179
3240,T,230513,142029,52.8351539N,1.3120721W,70,0.0,179
3241,T,230513,142029,52.8351539N,1.3120721W,70,0.0,179
3242,T,230513,142029,52.8351539N,1.3120721W,70,0.0,179
3243,T,230513,142029,52.8351540N,1.3120721W,70,0.0,179
3244,T,230513,142029,52.8351540N,1.3120721W,70,0.0,179
3245,T,230513,142030,52.8351539N,1.3120721W,70,0.0,179
3246,T,230513,142030,52.8351540N,1.3120721W,70,0.0,179
3247,T,230513,142030,52.8351540N,1.3120721W,70,0.0,179
3248,T,230513,142030,52.8351540N,1.3120721W,70,0.0,179
3249,T,230513,142030,52.8351539N,1.3120721W,70,0.0,179
3250,T,230513,142031,52.8351539N,1.3120721W,70,0.1,179
3251,T,230513,142031,52.8351539N,1.3120721W,70,0.1,179
3252,T,230513,142031,52.8351540N,1.3120721W,70,0.1,179
3253,T,230513,142031,52.8351540N,1.3120721W,70,0.1,179
3254,T,230513,142031,52.8351539N,1.3120721W,70,0.1,179
3255,T,230513,142032,52.8351539N,1.3120721W,70,0.1,179
3256,T,230513,142032,52.8351539N,1.3120721W,70,0.1,179
3257,T,230513,142032,52.8351539N,1.3120721W,70,0.1,179
3258,T,230513,142032,52.8351540N,1.3120721W,70,0.1,179
3259,T,230513,142032,52.8351539N,1.3120721W,70,0.1,179
3260,T,230513,142033,52.8351539N,1.3120721W,70,0.0,179
3261,T,230513,142033,52.8351540N,1.3120721W,70,0.0,179
3262,T,230513,142033,52.8351539N,1.3120721W,70,0.0,179
3263,T,230513,142033,52.8351539N,1.3120721W,70,0.0,179
3264,T,230513,142033,52.8351540N,1.3120721W,70,0.0,179
3265,T,230513,142034,52.8351539N,1.3120721W,70,0.1,179
3266,T,230513,142034,52.8351539N,1.3120721W,70,0.1,179
3267,T,230513,142034,52.8351539N,1.3120721W,70,0.1,179
3268,T,230513,142034,52.8351539N,1.3120721W,70,0.1,179
3269,T,230513,142034,52.8351540N,1.3120722W,70,0.1,179
3270,T,230513,142035,52.8351539N,1.3120721W,70,0.0,179
3271,T,230513,142035,52.8351539N,1.3120721W,70,0.0,179
3272,T,230513,142035,52.8351539N,1.3120721W,70,0.0,179
3273,T,230513,142035,52.8351539N,1.3120721W,70,0.0,179
3274,T,230513,142035,52.8351539N,1.3120721W,70,0.0,179
3275,T,230513,142036,52.8351539N,1.3120721W,70,0.1,179
3276,T,230513,142036,52.8351539N,1.3120721W,70,0.1,179
